Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others,Review_Cleaned,tokens,input_ids,attention_mask
"Mình đang ở nhà bạn nên không có hình ảnh sản phẩm, nhưng sau thời gian sử dụng mình đánh giá là nên mua nhé",-1,-1,-1,-1,-1,-1,1,-1,"mình đang ở nhà bạn nên không có hình ảnh sản phẩm, nhưng sau thời gian sử dụng mình đánh giá là nên mua nhé","['▁m', 'ình', '▁đ', 'ang', '▁ở', '▁nhà', '▁b', 'ạn', '▁n', 'ên', '▁kh', 'ông', '▁có', '▁h', 'ình', '▁ảnh', '▁s', 'ản', '▁ph', 'ẩm', ',', '▁như', 'ng', '▁s', 'au', '▁th', 'ời', '▁gi', 'an', '▁sử', '▁d', 'ụng', '▁m', 'ình', '▁đ', 'ánh', '▁giá', '▁là', '▁n', 'ên', '▁mua', '▁nhé']","[0, 9, 39, 8, 86, 198, 226, 14, 90, 16, 31, 25, 38, 41, 13, 39, 444, 19, 169, 35, 277, 14665, 65, 4, 19, 172, 12, 52, 33, 67, 683, 22, 374, 9, 39, 8, 262, 224, 29, 16, 31, 183, 228, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giao hàng nhanh, chất lượng sản phẩm tốt, đẹp như hình",-1,1,1,1,-1,-1,-1,-1,"giao hàng nhanh, chất lượng sản phẩm tốt, đẹp như hình","['▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', ',', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁s', 'ản', '▁ph', 'ẩm', '▁t', 'ốt', ',', '▁đ', 'ẹp', '▁như', '▁h', 'ình']","[0, 33, 44, 13, 79, 87, 7, 14665, 11, 51, 10, 69, 4, 19, 169, 35, 277, 6, 185, 14665, 8, 165, 65, 13, 39, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giao hànng nhanh, giày ngon",-1,1,-1,-1,-1,-1,1,-1,"giao hàng nhanh, giày ngon","['▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', ',', '▁gi', 'ày', '▁ng', 'on']","[0, 33, 44, 13, 79, 87, 7, 14665, 33, 193, 23, 59, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Tui nghĩ là mọi người hong càn tăng size đâu á, tui chọn đúng size nó vẫn dư ra mũi 1 xíu thoải mái nè, có điều mới mở ra mùi keo hơi nồng thoii",-1,-1,-1,-1,1,-1,-1,-1,"tui nghĩ là mọi người hong càn tăng size đâu á, tui chọn đúng size nó vẫn dư ra mũi 1 xíu thoải mái nè, có điều mới mở ra mùi keo hơi nồng thoi","['▁t', 'ui', '▁nghĩ', '▁là', '▁m', 'ọi', '▁ng', 'ười', '▁h', 'ong', '▁c', 'àn', '▁t', 'ăng', '▁size', '▁đ', 'âu', '▁á', ',', '▁t', 'ui', '▁ch', 'ọn', '▁đ', 'úng', '▁size', '▁nó', '▁v', 'ẫn', '▁dư', '▁ra', '▁mũi', '▁1', '▁x', 'íu', '▁tho', 'ải', '▁m', 'ái', '▁nè', ',', '▁có', '▁đ', 'iều', '▁m', 'ới', '▁mở', '▁ra', '▁m', 'ùi', '▁k', 'eo', '▁h', 'ơi', '▁n', 'ồng', '▁th', 'oi']","[0, 6, 184, 430, 29, 9, 301, 23, 92, 13, 68, 5, 201, 6, 251, 1082, 8, 101, 247, 14665, 6, 184, 11, 413, 8, 208, 1082, 88, 15, 213, 2478, 141, 1657, 303, 34, 1258, 535, 99, 9, 205, 400, 14665, 41, 8, 167, 9, 54, 920, 141, 9, 511, 17, 254, 13, 74, 16, 257, 12, 139, 2, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
Đúng với mô tả mua lại lần 2 và sẽ ủng hộ shop dài ạ,-1,-1,1,-1,-1,-1,-1,-1,đúng với mô tả mua lại lần 2 và sẽ ủng hộ shop dài ạ,"['▁đ', 'úng', '▁v', 'ới', '▁mô', '▁tả', '▁mua', '▁l', 'ại', '▁l', 'ần', '▁2', '▁và', '▁sẽ', '▁ủng', '▁hộ', '▁shop', '▁d', 'ài', '▁ạ']","[0, 8, 208, 15, 54, 905, 1521, 183, 10, 63, 10, 76, 466, 62, 237, 716, 416, 308, 22, 96, 155, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Nhận hàng rất ưng ý. Chất lượng hơn cả mong đợi so với giá tiền, giày đi rất êm chân",-1,-1,-1,1,-1,-1,-1,-1,"nhận hàng rất ưng ý. chất lượng hơn cả mong đợi so với giá tiền, giày đi rất êm chân","['▁nh', 'ận', '▁h', 'àng', '▁r', 'ất', '▁ưng', '▁ý', '.', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁h', 'ơn', '▁cả', '▁m', 'ong', '▁đ', 'ợi', '▁so', '▁v', 'ới', '▁giá', '▁t', 'iền', ',', '▁gi', 'ày', '▁đi', '▁r', 'ất', '▁êm', '▁ch', 'ân']","[0, 18, 138, 13, 79, 24, 51, 1154, 394, 14660, 11, 51, 10, 69, 4, 13, 124, 133, 9, 68, 8, 639, 714, 15, 54, 224, 6, 209, 14665, 33, 193, 48, 24, 51, 1526, 11, 91, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giao hàng nhanh , chọn đúng sz mà hơi nhỏ ,bạn nào mua thì nên tăng thêm 1sz ☺️",-1,1,-1,-1,0,-1,-1,-1,"giao hàng nhanh , chọn đúng size mà hơi nhỏ ,bạn nào mua thì nên tăng thêm 1sz","['▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁,', '▁ch', 'ọn', '▁đ', 'úng', '▁size', '▁mà', '▁h', 'ơi', '▁nhỏ', '▁,', 'bạn', '▁nào', '▁mua', '▁thì', '▁n', 'ên', '▁t', 'ăng', '▁th', 'êm', '▁1', 's', 'z']","[0, 33, 44, 13, 79, 87, 7, 171, 11, 413, 8, 208, 1082, 50, 13, 74, 598, 171, 6674, 156, 183, 61, 16, 31, 6, 251, 12, 284, 303, 14659, 14735, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hình ảnh và video mang tính chất nhận xu thôi ạ! Hàng ok, mình chỉ thấy vận chuyển quá lâu thôi.",-1,0,-1,-1,-1,-1,2,-1,"hình ảnh và video mang tính chất nhận xu thôi ạ! hàng ổn, mình chỉ thấy vận chuyển quá lâu thôi.","['▁h', 'ình', '▁ảnh', '▁và', '▁video', '▁m', 'ang', '▁t', 'ính', '▁ch', 'ất', '▁nh', 'ận', '▁xu', '▁th', 'ôi', '▁ạ', '!', '▁h', 'àng', '▁ổn', ',', '▁m', 'ình', '▁chỉ', '▁th', 'ấy', '▁v', 'ận', '▁ch', 'uy', 'ển', '▁quá', '▁l', 'âu', '▁th', 'ôi', '.']","[0, 13, 39, 444, 62, 1067, 9, 86, 6, 261, 11, 51, 18, 138, 420, 12, 78, 155, 14764, 13, 79, 645, 14665, 9, 39, 229, 12, 49, 15, 138, 11, 43, 636, 115, 10, 101, 12, 78, 14660, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sản phẩm ok mang êm chân đúng với mẫu,-1,-1,1,1,-1,-1,-1,-1,sản phẩm ổn mang êm chân đúng với mẫu,"['▁s', 'ản', '▁ph', 'ẩm', '▁ổn', '▁m', 'ang', '▁êm', '▁ch', 'ân', '▁đ', 'úng', '▁v', 'ới', '▁m', 'ẫu']","[0, 19, 169, 35, 277, 645, 9, 86, 1526, 11, 91, 8, 208, 15, 54, 9, 869, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Shop đóng gói sản phẩm chắc chắn giao hàng nhanh giày siu xênh lun á hong bị j lun ns chung oki sẽ ủng hộ shop típ  😊,-1,1,-1,-1,-1,1,-1,-1,shop đóng gói sản phẩm chắc chắn giao hàng nhanh giày siu xênh luôn á hong bị gì luôn ns chung oki sẽ ủng hộ shop típ,"['▁shop', '▁đó', 'ng', '▁g', 'ói', '▁s', 'ản', '▁ph', 'ẩm', '▁ch', 'ắc', '▁ch', 'ắn', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁gi', 'ày', '▁s', 'iu', '▁x', 'ênh', '▁luôn', '▁á', '▁h', 'ong', '▁bị', '▁gì', '▁luôn', '▁ns', '▁ch', 'ung', '▁o', 'ki', '▁sẽ', '▁ủng', '▁hộ', '▁shop', '▁típ']","[0, 308, 136, 4, 20, 313, 19, 169, 35, 277, 11, 181, 11, 307, 33, 44, 13, 79, 87, 7, 33, 193, 19, 999, 34, 1544, 166, 247, 13, 68, 199, 143, 166, 2674, 11, 160, 243, 3729, 237, 716, 416, 308, 6606, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"dày font đẹp, đeph trong tầm giá tiền ship nhanh, nên mua nha.",-1,1,1,-1,-1,-1,-1,-1,"dày font đẹp, đeph trong tầm giá tiền ship nhanh, nên mua nha.","['▁d', 'ày', '▁f', 'ont', '▁đ', 'ẹp', ',', '▁đe', 'ph', '▁tr', 'ong', '▁t', 'ầm', '▁giá', '▁t', 'iền', '▁sh', 'ip', '▁nha', 'nh', ',', '▁n', 'ên', '▁mua', '▁nha', '.']","[0, 22, 193, 281, 7616, 8, 165, 14665, 4226, 1291, 26, 68, 6, 384, 224, 6, 209, 223, 648, 87, 7, 14665, 16, 31, 183, 87, 14660, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
giày đẹp với giá tiền như này thì k đòi hỏi nhiều mang êm chân nma mình lỡ chọn sai size nên hơi rộng nói chung là ok,-1,-1,1,1,0,-1,-1,-1,giày đẹp với giá tiền như này thì không đòi hỏi nhiều mang êm chân nhưng mà mình lỡ chọn sai size nên hơi rộng nói chung là ổn,"['▁gi', 'ày', '▁đ', 'ẹp', '▁v', 'ới', '▁giá', '▁t', 'iền', '▁như', '▁này', '▁thì', '▁kh', 'ông', '▁đ', 'òi', '▁h', 'ỏi', '▁nh', 'iều', '▁m', 'ang', '▁êm', '▁ch', 'ân', '▁như', 'ng', '▁mà', '▁m', 'ình', '▁lỡ', '▁ch', 'ọn', '▁s', 'ai', '▁size', '▁n', 'ên', '▁h', 'ơi', '▁r', 'ộng', '▁nói', '▁ch', 'ung', '▁là', '▁ổn']","[0, 33, 193, 8, 165, 15, 54, 224, 6, 209, 65, 75, 61, 25, 38, 8, 753, 13, 314, 18, 167, 9, 86, 1526, 11, 91, 65, 4, 50, 9, 39, 2079, 11, 413, 19, 82, 1082, 16, 31, 13, 74, 24, 844, 233, 11, 160, 29, 645, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Shop giao hàng nhanh đóng gói kĩ càng.size vừa khít với chân, Giá hơi cao cũng ko có thêm giảm giá gì. Chất lượng đi 1 tgian nữa rồi mới đánh giá lại dc",0,1,-1,2,1,1,-1,-1,"shop giao hàng nhanh đóng gói kĩ càng.size vừa khít với chân, giá hơi cao cũng không có thêm giảm giá gì. chất lượng đi 1 tgian nữa rồi mới đánh giá lại được","['▁shop', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁đó', 'ng', '▁g', 'ói', '▁kĩ', '▁c', 'àng', '.', 'si', 'ze', '▁v', 'ừa', '▁kh', 'ít', '▁v', 'ới', '▁ch', 'ân', ',', '▁giá', '▁h', 'ơi', '▁c', 'ao', '▁c', 'ũng', '▁kh', 'ông', '▁có', '▁th', 'êm', '▁gi', 'ảm', '▁giá', '▁gì', '.', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁đi', '▁1', '▁t', 'gi', 'an', '▁n', 'ữa', '▁r', 'ồi', '▁m', 'ới', '▁đ', 'ánh', '▁giá', '▁l', 'ại', '▁đ', 'ược']","[0, 308, 33, 44, 13, 79, 87, 7, 136, 4, 20, 313, 1546, 5, 79, 14660, 4687, 949, 15, 320, 25, 428, 15, 54, 11, 91, 14665, 224, 13, 74, 5, 44, 5, 93, 25, 38, 41, 12, 284, 33, 451, 224, 143, 14660, 11, 51, 10, 69, 4, 48, 303, 6, 1417, 67, 16, 174, 24, 80, 9, 54, 8, 262, 224, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Đúng với mô tả nhé ạ,-1,-1,1,-1,-1,-1,-1,-1,đúng với mô tả nhé ạ,"['▁đ', 'úng', '▁v', 'ới', '▁mô', '▁tả', '▁nhé', '▁ạ']","[0, 8, 208, 15, 54, 905, 1521, 228, 155, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hàng giao nhanh , đúng mẫu , do đặt hơn 1 size nên hơi rộng nhưng mang khá thoải mái , đúng mẫu để mang 1 t.g rồi đánh giá tiếp",-1,1,-1,-1,-1,1,-1,-1,"hàng giao nhanh , đúng mẫu , do đặt hơn 1 size nên hơi rộng nhưng mang khá thoải mái , đúng mẫu để mang 1 t.g rồi đánh giá tiếp","['▁h', 'àng', '▁gi', 'ao', '▁nha', 'nh', '▁,', '▁đ', 'úng', '▁m', 'ẫu', '▁,', '▁do', '▁đ', 'ặt', '▁h', 'ơn', '▁1', '▁size', '▁n', 'ên', '▁h', 'ơi', '▁r', 'ộng', '▁như', 'ng', '▁m', 'ang', '▁khá', '▁tho', 'ải', '▁m', 'ái', '▁,', '▁đ', 'úng', '▁m', 'ẫu', '▁để', '▁m', 'ang', '▁1', '▁t', '.', 'g', '▁r', 'ồi', '▁đ', 'ánh', '▁giá', '▁tiếp']","[0, 13, 79, 33, 44, 87, 7, 171, 8, 208, 9, 869, 171, 452, 8, 244, 13, 124, 303, 1082, 16, 31, 13, 74, 24, 844, 65, 4, 9, 86, 552, 535, 99, 9, 205, 171, 8, 208, 9, 869, 151, 9, 86, 303, 6, 14660, 14642, 24, 80, 8, 262, 224, 609, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Đóng gói không đc chắc chắn lắm, nhận hàng thì cả hộp trong lẫn hộp ngoài đều bị bóp méo chắc do vận chuyển,  Giày đẹp",-1,0,1,-1,-1,2,-1,-1,"đóng gói không được chắc chắn lắm, nhận hàng thì cả hộp trong lẫn hộp ngoài đều bị bóp méo chắc do vận chuyển, giày đẹp","['▁đó', 'ng', '▁g', 'ói', '▁kh', 'ông', '▁đ', 'ược', '▁ch', 'ắc', '▁ch', 'ắn', '▁l', 'ắm', ',', '▁nh', 'ận', '▁h', 'àng', '▁thì', '▁cả', '▁hộp', '▁tr', 'ong', '▁l', 'ẫn', '▁hộp', '▁ngo', 'ài', '▁đ', 'ều', '▁bị', '▁b', 'óp', '▁m', 'éo', '▁ch', 'ắc', '▁do', '▁v', 'ận', '▁ch', 'uy', 'ển', ',', '▁gi', 'ày', '▁đ', 'ẹp']","[0, 136, 4, 20, 313, 25, 38, 8, 103, 11, 181, 11, 307, 10, 178, 14665, 18, 138, 13, 79, 61, 133, 1084, 26, 68, 10, 213, 1084, 445, 96, 8, 409, 199, 14, 1116, 9, 506, 11, 181, 452, 15, 138, 11, 43, 636, 14665, 33, 193, 8, 165, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày ok. Màu sắc đơn giản. Tập thể dục hay kết hợp đi học rất hợp,-1,-1,1,-1,-1,-1,1,-1,giày ổn. màu sắc đơn giản. tập thể dục hay kết hợp đi học rất hợp,"['▁gi', 'ày', '▁ổn', '.', '▁màu', '▁s', 'ắc', '▁đ', 'ơn', '▁gi', 'ản', '.', '▁t', 'ập', '▁thể', '▁d', 'ục', '▁h', 'ay', '▁k', 'ết', '▁h', 'ợp', '▁đi', '▁h', 'ọc', '▁r', 'ất', '▁h', 'ợp']","[0, 33, 193, 645, 14660, 484, 19, 181, 8, 124, 33, 169, 14660, 6, 332, 338, 22, 342, 13, 46, 17, 122, 13, 491, 48, 13, 125, 24, 51, 13, 491, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hình ảnh chỉ mang tính nhận quà giày đẹp đi êm chân giá rẻ lần sau sẽ mua tiếp,1,-1,1,1,-1,-1,-1,-1,hình ảnh chỉ mang tính nhận quà giày đẹp đi êm chân giá rẻ lần sau sẽ mua tiếp,"['▁h', 'ình', '▁ảnh', '▁chỉ', '▁m', 'ang', '▁t', 'ính', '▁nh', 'ận', '▁quà', '▁gi', 'ày', '▁đ', 'ẹp', '▁đi', '▁êm', '▁ch', 'ân', '▁giá', '▁rẻ', '▁l', 'ần', '▁s', 'au', '▁sẽ', '▁mua', '▁tiếp']","[0, 13, 39, 444, 229, 9, 86, 6, 261, 18, 138, 911, 33, 193, 8, 165, 48, 1526, 11, 91, 224, 752, 10, 76, 19, 172, 237, 183, 609, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Chi Mộc tê hay chi Hoa mộc là một chi của khoảng 30 loài thực vật có hoa trong họ Ô liu, chủ yếu có nguồn gốc ở vùng ôn đới ấm của châu Á.",-1,-1,-1,-1,-1,-1,-1,2,"chi mộc tê hay chi hoa mộc là một chi của khoảng 30 loài thực vật có hoa trong họ ô liu, chủ yếu có nguồn gốc ở vùng ôn đới ấm của châu á.","['▁chi', '▁m', 'ộc', '▁tê', '▁h', 'ay', '▁chi', '▁hoa', '▁m', 'ộc', '▁là', '▁m', 'ột', '▁chi', '▁c', 'ủa', '▁kho', 'ảng', '▁30', '▁lo', 'ài', '▁th', 'ực', '▁v', 'ật', '▁có', '▁hoa', '▁tr', 'ong', '▁họ', '▁ô', '▁l', 'iu', ',', '▁chủ', '▁y', 'ếu', '▁có', '▁ngu', 'ồn', '▁g', 'ốc', '▁ở', '▁v', 'ùng', '▁ôn', '▁đ', 'ới', '▁ấm', '▁c', 'ủa', '▁ch', 'âu', '▁á', '.']","[0, 276, 9, 468, 3663, 13, 46, 276, 843, 9, 468, 29, 9, 214, 276, 5, 98, 403, 553, 3221, 310, 96, 12, 275, 15, 149, 41, 843, 26, 68, 603, 1263, 10, 999, 14665, 811, 170, 385, 41, 700, 386, 20, 372, 198, 15, 159, 3002, 8, 54, 1929, 5, 98, 11, 101, 247, 14660, 2, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
